10.923	6.09
10.83923	6.771593
10.80777	7.432081
10.4091	8.047
10.04518	8.60915
9.63515	9.122178
8.995	9.537102
8.328081	9.65977
7.726593	9.938231
7.08	9.925
6.255407	9.949231
5.596919	9.72077
5.001	9.523102
4.42185	8.972178
3.919822	8.52715
3.536898	8.008
3.33923	7.303081
3.131769	6.595593
3.09	6.093
2.967769	5.405407
3.26923	4.647919
3.454898	3.948
3.850822	3.36285
4.38485	2.909822
4.924	2.527898
5.630919	2.31423
6.235407	2.013769
6.968	2.029
7.756593	2.029769
8.417081	2.33723
8.926	2.588898
9.60515	2.886822
9.981178	3.35085
10.3761	4.07
10.73477	4.660919
10.93523	5.346407
